Census_Year,State_Code,State_Name,Region,Seniors_In_HH,Total_HH,Male_All,Female_All,Households_One,Male_One,Female_One,Households_Two,Male_Two,Female_Two,Households_Three,Male_Three,Female_Three,Households_Four,Male_Four,Female_Four,Households_Five,Male_Five,Female_Five,Households_Six,Male_Six,Female_Six,Households_Seven_Plus,Male_Seven_Plus,Female_Seven_Plus
2011,0,INDIA (00),Total,Total,"24,885,8281","50,918508","52,628399","10,305205","13,52233","36,23900","24,184214","81,68267","7,134131","34,434895","50,70226","43,85320","56,895367","5,561169","5,579919","46,286721","6,849081","8,565264","30,975169","75,09090","79,88869","45,776710","16,408442","15,350996"
2011,0,INDIA (00),Total,None,170931793,0,0,5329072,0,0,13954712,0,0,27234397,0,0,47817540,0,0,33598121,0,0,19367411,0,0,23630540,0,0
2011,0,INDIA (00),Total,1,53660948,26179010,27481938,4976133,1352233,3623900,5156606,3162542,1994064,5080538,2928646,2151892,7115089,3566897,3548192,10070130,4207662,5862468,7866081,3740785,4125296,13396371,7220245,6176126
2011,0,INDIA (00),Total,2,23072530,22952048,23193012,0,0,0,5072896,5005725,5140067,1984872,1973470,1996274,1871182,1864875,1877489,2519316,2498570,2540062,3603698,3567176,3640220,8020566,8042232,7998900
2011,0,INDIA (00),Total,3,1067904,1512258,1691454,0,0,0,0,0,0,135088,168110,237154,82589,112645,135122,91969,128447,147460,128986,182182,204776,629272,920874,966942
2011,0,INDIA (00),Total,4+,125106,275192,261995,0,0,0,0,0,0,0,0,0,8967,16752,19116,7185,14402,15274,8993,18947,18577,99961,225091,209028
2011,0,INDIA (00),Rural,Total,168271634,35921940,37218591,7178260,1034750,2801179,16547873,6082443,5313234,21475355,3417639,3034841,35517705,3659774,3654323,31534348,4498656,5571759,22253178,5153978,5550592,33764915,12074700,11292663
2011,0,INDIA (00),Rural,None,113593183,0,0,3342331,0,0,9036487,0,0,16628141,0,0,29636615,0,0,23250468,0,0,14158866,0,0,17540275,0,0
2011,0,INDIA (00),Rural,1,37158328,18037639,19120689,3835929,1034750,2801179,3627095,2241026,1386069,3336532,1887587,1448945,4512139,2269473,2242666,6565161,2761985,3803176,5577449,2616594,2960855,9704023,5226224,4477799
2011,0,INDIA (00),Rural,2,16683180,16628262,16738098,0,0,0,3884291,3841417,3927165,1416098,1411208,1420988,1310046,1306979,1313113,1655139,1645865,1664413,2429098,2409502,2448694,5988508,6013291,5963725
2011,0,INDIA (00),Rural,3,752750,1072404,1185846,0,0,0,0,0,0,94584,118844,164908,53754,73516,87746,59739,83039,96178,82741,117461,130762,461932,679544,706252
2011,0,INDIA (00),Rural,4+,84193,183635,173958,0,0,0,0,0,0,0,0,0,5151,9806,10798,3841,7767,7992,5024,10421,10281,70177,155641,144887
2011,0,INDIA (00),Urban,Total,80586647,14996568,15409808,3126945,317483,822721,7636341,2085824,1820897,12959540,1652587,1350479,21377662,1901395,1925596,14752373,2350425,2993505,8721991,2355112,2438277,12011795,4333742,4058333
2011,0,INDIA (00),Urban,None,57338610,0,0,1986741,0,0,4918225,0,0,10606256,0,0,18180925,0,0,10347653,0,0,5208545,0,0,6090265,0,0
2011,0,INDIA (00),Urban,1,16502620,8141371,8361249,1140204,317483,822721,1529511,921516,607995,1744006,1041059,702947,2602950,1297424,1305526,3504969,1445677,2059292,2288632,1124191,1164441,3692348,1994021,1698327
2011,0,INDIA (00),Urban,2,6389350,6323786,6454914,0,0,0,1188605,1164308,1212902,568774,562262,575286,561136,557896,564376,864177,852705,875649,1174600,1157674,1191526,2032058,2028941,2035175
2011,0,INDIA (00),Urban,3,315154,439854,505608,0,0,0,0,0,0,40504,49266,72246,28835,39129,47376,32230,45408,51282,46245,64721,74014,167340,241330,260690
2011,0,INDIA (00),Urban,4+,40913,91557,88037,0,0,0,0,0,0,0,0,0,3816,6946,8318,3344,6635,7282,3969,8526,8296,29784,69450,64141
2011,1,State - JAMMU & KASHMIR (01),Total,Total,2107597,480307,439245,38384,6304,8299,100884,30205,29148,187139,34128,28161,353758,45388,37336,395656,60254,59266,327736,70921,69301,704040,233107,207734
2011,1,State - JAMMU & KASHMIR (01),Total,None,1431377,0,0,23781,0,0,60068,0,0,141042,0,0,289477,0,0,300716,0,0,221759,0,0,394534,0,0
2011,1,State - JAMMU & KASHMIR (01),Total,1,447666,242445,205221,14603,6304,8299,22279,11676,10603,30437,18236,12201,46431,27164,19267,71229,35980,35249,73072,37253,35819,189615,105832,83783
2011,1,State - JAMMU & KASHMIR (01),Total,2,215916,217762,214070,0,0,0,18537,18529,18545,15128,15172,15084,17293,17409,17177,22894,23084,22704,31663,31804,31522,110401,111764,109038
2011,1,State - JAMMU & KASHMIR (01),Total,3,11041,16447,16676,0,0,0,0,0,0,532,720,876,521,740,823,768,1087,1217,1155,1690,1775,8065,12210,11985
2011,1,State - JAMMU & KASHMIR (01),Total,4+,1597,3653,3278,0,0,0,0,0,0,0,0,0,36,75,69,49,103,96,87,174,185,1425,3301,2928
2011,1,State - JAMMU & KASHMIR (01),Rural,Total,1548301,341465,308974,28486,5096,6439,78887,23873,23167,139196,26315,22198,245045,33129,27403,286717,41748,39359,244150,48166,46582,525820,163138,143826
2011,1,State - JAMMU & KASHMIR (01),Rural,None,1067113,0,0,16951,0,0,46453,0,0,103602,0,0,198632,0,0,222868,0,0,171457,0,0,307150,0,0
2011,1,State - JAMMU & KASHMIR (01),Rural,1,320950,175421,145529,11535,5096,6439,17828,9255,8573,23058,13604,9454,32689,19147,13542,47126,24688,22438,51385,26419,24966,137329,77212,60117
2011,1,State - JAMMU & KASHMIR (01),Rural,2,152439,153742,151136,0,0,0,14606,14618,14594,12153,12186,12120,13346,13428,13264,16216,16323,16109,20600,20699,20501,75518,76488,74548
2011,1,State - JAMMU & KASHMIR (01),Rural,3,6927,10264,10517,0,0,0,0,0,0,383,525,624,361,514,569,479,679,758,674,984,1038,5030,7562,7528
2011,1,State - JAMMU & KASHMIR (01),Rural,4+,872,2038,1792,0,0,0,0,0,0,0,0,0,17,40,28,28,58,54,34,64,77,793,1876,1633
2011,1,State - JAMMU & KASHMIR (01),Urban,Total,559296,138842,130271,9898,1208,1860,21997,6332,5981,47943,7813,5963,108713,12259,9933,108939,18506,19907,83586,22755,22719,178220,69969,63908
2011,1,State - JAMMU & KASHMIR (01),Urban,None,364264,0,0,6830,0,0,13615,0,0,37440,0,0,90845,0,0,77848,0,0,50302,0,0,87384,0,0
2011,1,State - JAMMU & KASHMIR (01),Urban,1,126716,67024,59692,3068,1208,1860,4451,2421,2030,7379,4632,2747,13742,8017,5725,24103,11292,12811,21687,10834,10853,52286,28620,23666
2011,1,State - JAMMU & KASHMIR (01),Urban,2,63477,64020,62934,0,0,0,3931,3911,3951,2975,2986,2964,3947,3981,3913,6678,6761,6595,11063,11105,11021,34883,35276,34490
2011,1,State - JAMMU & KASHMIR (01),Urban,3,4114,6183,6159,0,0,0,0,0,0,149,195,252,160,226,254,289,408,459,481,706,737,3035,4648,4457
2011,1,State - JAMMU & KASHMIR (01),Urban,4+,725,1615,1486,0,0,0,0,0,0,0,0,0,19,35,41,21,45,42,53,110,108,632,1425,1295
2011,2,State - HIMACHAL PRADESH (02),Total,Total,1480143,340205,361764,85798,10690,24312,135624,49302,42091,198179,29006,24806,371436,34312,37775,286972,53656,72552,181929,64364,67049,220205,98875,93179
2011,2,State - HIMACHAL PRADESH (02),Total,None,952650,0,0,50796,0,0,75764,0,0,157166,0,0,311057,0,0,182506,0,0,87217,0,0,88144,0,0
2011,2,State - HIMACHAL PRADESH (02),Total,1,362357,171354,191003,35002,10690,24312,28327,18013,10314,29364,17032,12332,49329,22989,26340,83454,32394,51060,59242,28571,30671,77639,41665,35974
2011,2,State - HIMACHAL PRADESH (02),Total,2,156550,156339,156761,0,0,0,31533,31289,31777,10499,10521,10477,10446,10460,10432,20336,20270,20402,34290,34121,34459,49446,49678,49214
2011,2,State - HIMACHAL PRADESH (02),Total,3,7934,11121,12681,0,0,0,0,0,0,1150,1453,1997,550,763,887,625,885,990,1132,1579,1817,4477,6441,6990
2011,2,State - HIMACHAL PRADESH (02),Total,4+,652,1391,1319,0,0,0,0,0,0,0,0,0,54,100,116,51,107,100,48,93,102,499,1091,1001
2011,2,State - HIMACHAL PRADESH (02),Rural,Total,1310394,313008,335616,68992,9533,22722,114139,44744,38492,167192,25762,22534,323348,30896,34626,261031,49153,66878,169033,59864,62612,206659,93056,87752
2011,2,State - HIMACHAL PRADESH (02),Rural,None,823110,0,0,36737,0,0,59828,0,0,130419,0,0,268461,0,0,164935,0,0,80514,0,0,82216,0,0
2011,2,State - HIMACHAL PRADESH (02),Rural,1,334591,156915,177676,32255,9533,22722,25386,16062,9324,26326,15013,11313,44846,20622,24224,76815,29647,47168,55684,26749,28935,73279,39289,33990
2011,2,State - HIMACHAL PRADESH (02),Rural,2,144722,144498,144946,0,0,0,28925,28682,29168,9371,9389,9353,9492,9493,9491,18674,18613,18735,31763,31601,31925,46497,46720,46274
2011,2,State - HIMACHAL PRADESH (02),Rural,3,7378,10337,11797,0,0,0,0,0,0,1076,1360,1868,504,697,815,563,799,890,1025,1423,1652,4210,6058,6572
2011,2,State - HIMACHAL PRADESH (02),Rural,4+,593,1258,1197,0,0,0,0,0,0,0,0,0,45,84,96,44,94,85,47,91,100,457,989,916
2011,2,State - HIMACHAL PRADESH (02),Urban,Total,169749,27197,26148,16806,1157,1590,21485,4558,3599,30987,3244,2272,48088,3416,3149,25941,4503,5674,12896,4500,4437,13546,5819,5427
2011,2,State - HIMACHAL PRADESH (02),Urban,None,129540,0,0,14059,0,0,15936,0,0,26747,0,0,42596,0,0,17571,0,0,6703,0,0,5928,0,0
2011,2,State - HIMACHAL PRADESH (02),Urban,1,27766,14439,13327,2747,1157,1590,2941,1951,990,3038,2019,1019,4483,2367,2116,6639,2747,3892,3558,1822,1736,4360,2376,1984
2011,2,State - HIMACHAL PRADESH (02),Urban,2,11828,11841,11815,0,0,0,2608,2607,2609,1128,1132,1124,954,967,941,1662,1657,1667,2527,2520,2534,2949,2958,2940
2011,2,State - HIMACHAL PRADESH (02),Urban,3,556,784,884,0,0,0,0,0,0,74,93,129,46,66,72,62,86,100,107,156,165,267,383,418
2011,2,State - HIMACHAL PRADESH (02),Urban,4+,59,133,122,0,0,0,0,0,0,0,0,0,9,16,20,7,13,15,1,2,2,42,102,85
2011,3,State - PUNJAB (03),Total,Total,5496704,1438875,1418839,154154,27181,37080,345888,124209,123030,637066,105081,93087,1310521,140781,135678,1219623,234371,261216,814289,296021,295087,1015163,511231,473661
2011,3,State - PUNJAB (03),Total,None,3489937,0,0,89893,0,0,188048,0,0,496051,0,0,1093692,0,0,827784,0,0,409357,0,0,385112,0,0
2011,3,State - PUNJAB (03),Total,1,1208800,604412,604388,64261,27181,37080,68441,34660,33781,86712,49265,37447,160073,82078,77995,292047,131601,160446,225799,112066,113733,311467,167561,143906
2011,3,State - PUNJAB (03),Total,2,751302,758280,744324,0,0,0,89399,89549,89249,51453,51574,51332,54129,54584,53674,96129,96991,95267,172512,173572,171452,287680,292010,283350
2011,3,State - PUNJAB (03),Total,3,41336,64048,59960,0,0,0,0,0,0,2850,4242,4308,2380,3604,3536,3387,5166,4995,6231,9534,9159,26488,41502,37962
2011,3,State - PUNJAB (03),Total,4+,5329,12135,10167,0,0,0,0,0,0,0,0,0,247,515,473,276,613,508,390,849,743,4416,10158,8443
2011,3,State - PUNJAB (03),Rural,Total,3350409,981550,971701,84467,18623,24620,195582,79151,80568,355507,66595,61781,739694,92740,90564,758094,156299,170587,529677,198601,199455,687388,369541,344126
2011,3,State - PUNJAB (03),Rural,None,2002711,0,0,41224,0,0,94897,0,0,266121,0,0,598624,0,0,504525,0,0,258078,0,0,239242,0,0
2011,3,State - PUNJAB (03),Rural,1,783802,387326,396476,43243,18623,24620,41651,19908,21743,52392,28314,24078,100911,51058,49853,183238,83579,99659,150503,73502,77001,211864,112342,99522
2011,3,State - PUNJAB (03),Rural,2,527317,533506,521128,0,0,0,59034,59243,58825,34998,35194,34802,38254,38629,37879,67561,68291,66831,116059,117087,115031,211411,215062,207760
2011,3,State - PUNJAB (03),Rural,3,32252,50777,45979,0,0,0,0,0,0,1996,3087,2901,1735,2689,2516,2564,3965,3727,4741,7354,6869,21216,33682,29966
2011,3,State - PUNJAB (03),Rural,4+,4327,9941,8118,0,0,0,0,0,0,0,0,0,170,364,316,206,464,370,296,658,554,3655,8455,6878
2011,3,State - PUNJAB (03),Urban,Total,2146295,457325,447138,69687,8558,12460,150306,45058,42462,281559,38486,31306,570827,48041,45114,461529,78072,90629,284612,97420,95632,327775,141690,129535
2011,3,State - PUNJAB (03),Urban,None,1487226,0,0,48669,0,0,93151,0,0,229930,0,0,495068,0,0,323259,0,0,151279,0,0,145870,0,0
2011,3,State - PUNJAB (03),Urban,1,424998,217086,207912,21018,8558,12460,26790,14752,12038,34320,20951,13369,59162,31020,28142,108809,48022,60787,75296,38564,36732,99603,55219,44384
2011,3,State - PUNJAB (03),Urban,2,223985,224774,223196,0,0,0,30365,30306,30424,16455,16380,16530,15875,15955,15795,28568,28700,28436,56453,56485,56421,76269,76948,75590
2011,3,State - PUNJAB (03),Urban,3,9084,13271,13981,0,0,0,0,0,0,854,1155,1407,645,915,1020,823,1201,1268,1490,2180,2290,5272,7820,7996
2011,3,State - PUNJAB (03),Urban,4+,1002,2194,2049,0,0,0,0,0,0,0,0,0,77,151,157,70,149,138,94,191,189,761,1703,1565
2011,4,Union Territory - CHANDIGARH (04),Total,Total,240524,34722,32158,15833,1060,1179,25157,5380,4610,37810,3907,2952,65569,4151,3614,44882,5628,6737,24753,6330,5891,26520,8266,7175
2011,4,Union Territory - CHANDIGARH (04),Total,None,191841,0,0,13594,0,0,18730,0,0,32827,0,0,59364,0,0,34881,0,0,16474,0,0,15971,0,0
2011,4,Union Territory - CHANDIGARH (04),Total,1,31382,16945,14437,2239,1060,1179,2864,1833,1031,3229,2098,1131,4749,2643,2106,7725,3320,4405,4483,2469,2014,6093,3522,2571
2011,4,Union Territory - CHANDIGARH (04),Total,2,16500,16566,16434,0,0,0,3563,3547,3579,1632,1653,1611,1359,1364,1354,2199,2200,2198,3662,3667,3657,4085,4135,4035
2011,4,Union Territory - CHANDIGARH (04),Total,3,720,1038,1122,0,0,0,0,0,0,122,156,210,90,130,140,68,90,114,123,170,199,317,492,459
2011,4,Union Territory - CHANDIGARH (04),Total,4+,81,173,165,0,0,0,0,0,0,0,0,0,7,14,14,9,18,20,11,24,21,54,117,110
2011,4,Union Territory - CHANDIGARH (04),Rural,Total,7138,611,487,696,16,7,1013,58,36,1177,55,34,1711,43,33,1178,97,101,633,103,92,730,239,184
2011,4,Union Territory - CHANDIGARH (04),Rural,None,6305,0,0,673,0,0,946,0,0,1106,0,0,1643,0,0,1013,0,0,485,0,0,439,0,0
2011,4,Union Territory - CHANDIGARH (04),Rural,1,585,340,245,23,16,7,40,31,9,54,37,17,60,35,25,133,63,70,104,55,49,171,103,68
2011,4,Union Territory - CHANDIGARH (04),Rural,2,234,246,222,0,0,0,27,27,27,16,17,15,8,8,8,31,32,30,41,43,39,111,119,103
2011,4,Union Territory - CHANDIGARH (04),Rural,3,11,18,15,0,0,0,0,0,0,1,1,2,0,0,0,1,2,1,3,5,4,6,10,8
2011,4,Union Territory - CHANDIGARH (04),Rural,4+,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5
2011,4,Union Territory - CHANDIGARH (04),Urban,Total,233386,34111,31671,15137,1044,1172,24144,5322,4574,36633,3852,2918,63858,4108,3581,43704,5531,6636,24120,6227,5799,25790,8027,6991
2011,4,Union Territory - CHANDIGARH (04),Urban,None,185536,0,0,12921,0,0,17784,0,0,31721,0,0,57721,0,0,33868,0,0,15989,0,0,15532,0,0
2011,4,Union Territory - CHANDIGARH (04),Urban,1,30797,16605,14192,2216,1044,1172,2824,1802,1022,3175,2061,1114,4689,2608,2081,7592,3257,4335,4379,2414,1965,5922,3419,2503
2011,4,Union Territory - CHANDIGARH (04),Urban,2,16266,16320,16212,0,0,0,3536,3520,3552,1616,1636,1596,1351,1356,1346,2168,2168,2168,3621,3624,3618,3974,4016,3932
2011,4,Union Territory - CHANDIGARH (04),Urban,3,709,1020,1107,0,0,0,0,0,0,121,155,208,90,130,140,67,88,113,120,165,195,311,482,451
2011,4,Union Territory - CHANDIGARH (04),Urban,4+,78,166,160,0,0,0,0,0,0,0,0,0,7,14,14,9,18,20,11,24,21,51,110,105
2011,5,State - UTTARAKHAND (05),Total,Total,2049382,438927,457608,124246,12707,34050,175349,60022,53791,250635,40384,35388,417850,47837,46590,393857,61808,72949,283321,68242,75750,404124,147927,139090
2011,5,State - UTTARAKHAND (05),Total,None,1367830,0,0,77489,0,0,99166,0,0,193012,0,0,340899,0,0,282987,0,0,173638,0,0,200639,0,0
2011,5,State - UTTARAKHAND (05),Total,1,478199,230760,247439,46757,12707,34050,38553,22771,15782,40507,23004,17503,60290,30939,29351,87880,38430,49450,76673,34892,41781,127539,68017,59522
2011,5,State - UTTARAKHAND (05),Total,2,192998,192501,193495,0,0,0,37630,37251,38009,16083,16064,16102,15908,15862,15954,22152,22147,22157,31798,31590,32006,69427,69587,69267
2011,5,State - UTTARAKHAND (05),Total,3,9346,13315,14723,0,0,0,0,0,0,1033,1316,1783,691,929,1144,785,1123,1232,1135,1591,1814,5702,8356,8750
2011,5,State - UTTARAKHAND (05),Total,4+,1009,2351,1951,0,0,0,0,0,0,0,0,0,62,107,141,53,108,110,77,169,149,817,1967,1551
2011,5,State - UTTARAKHAND (05),Rural,Total,1421775,324510,349797,92148,9742,30088,123336,46191,42359,162763,29547,27012,267488,34715,34844,274268,44266,52895,206456,49304,56638,295316,110745,105961
2011,5,State - UTTARAKHAND (05),Rural,None,908420,0,0,52318,0,0,64444,0,0,119838,0,0,211015,0,0,194466,0,0,124502,0,0,141837,0,0
2011,5,State - UTTARAKHAND (05),Rural,1,361116,168913,192203,39830,9742,30088,29234,16869,12365,30051,16514,13537,43935,22066,21869,63086,27301,35785,58878,26035,32843,96102,50386,45716
2011,5,State - UTTARAKHAND (05),Rural,2,144461,143880,145042,0,0,0,29658,29322,29994,12114,12073,12155,12023,11946,12100,16108,16092,16124,22211,22034,22388,52347,52413,52281
2011,5,State - UTTARAKHAND (05),Rural,3,7028,10008,11076,0,0,0,0,0,0,760,960,1320,482,643,803,576,810,918,820,1137,1323,4390,6458,6712
2011,5,State - UTTARAKHAND (05),Rural,4+,750,1709,1476,0,0,0,0,0,0,0,0,0,33,60,72,32,63,68,45,98,84,640,1488,1252
2011,5,State - UTTARAKHAND (05),Urban,Total,627607,114417,107811,32098,2965,3962,52013,13831,11432,87872,10837,8376,150362,13122,11746,119589,17542,20054,76865,18938,19112,108808,37182,33129
2011,5,State - UTTARAKHAND (05),Urban,None,459410,0,0,25171,0,0,34722,0,0,73174,0,0,129884,0,0,88521,0,0,49136,0,0,58802,0,0
2011,5,State - UTTARAKHAND (05),Urban,1,117083,61847,55236,6927,2965,3962,9319,5902,3417,10456,6490,3966,16355,8873,7482,24794,11129,13665,17795,8857,8938,31437,17631,13806
2011,5,State - UTTARAKHAND (05),Urban,2,48537,48621,48453,0,0,0,7972,7929,8015,3969,3991,3947,3885,3916,3854,6044,6055,6033,9587,9556,9618,17080,17174,16986
2011,5,State - UTTARAKHAND (05),Urban,3,2318,3307,3647,0,0,0,0,0,0,273,356,463,209,286,341,209,313,314,315,454,491,1312,1898,2038
2011,5,State - UTTARAKHAND (05),Urban,4+,259,642,475,0,0,0,0,0,0,0,0,0,29,47,69,21,45,42,32,71,65,177,479,299
2011,6,State - HARYANA (06),Total,Total,4847400,1086085,1103438,119596,16396,29236,285973,94675,96166,507642,73154,66502,1130192,98880,93511,1049236,156221,185835,723472,214784,224115,1031289,431975,408073
2011,6,State - HARYANA (06),Total,None,3303545,0,0,73964,0,0,165027,0,0,408800,0,0,980699,0,0,774596,0,0,418122,0,0,482337,0,0
2011,6,State - HARYANA (06),Total,1,929495,451471,478024,45632,16396,29236,51051,24740,26311,59620,33211,26409,108188,56421,51767,209303,89377,119926,175379,82554,92825,280322,148772,131550
2011,6,State - HARYANA (06),Total,2,586099,590203,581995,0,0,0,69895,69935,69855,37630,37691,37569,39839,40228,39450,63379,63864,62894,126590,127070,126110,248766,251415,246117
2011,6,State - HARYANA (06),Total,3,25592,38595,38181,0,0,0,0,0,0,1592,2252,2524,1339,1964,2053,1843,2741,2788,3195,4762,4823,17623,26876,25993
2011,6,State - HARYANA (06),Total,4+,2669,5816,5238,0,0,0,0,0,0,0,0,0,127,267,241,115,239,227,186,398,357,2241,4912,4413
2011,6,State - HARYANA (06),Rural,Total,3039466,743775,767014,63662,10306,19047,157758,57982,61748,278948,45326,43947,653862,64121,61891,664372,102485,121491,484499,145711,154897,736365,317844,303993
2011,6,State - HARYANA (06),Rural,None,1987155,0,0,34309,0,0,82472,0,0,216775,0,0,557775,0,0,486225,0,0,275198,0,0,334401,0,0
2011,6,State - HARYANA (06),Rural,1,617188,292538,324650,29353,10306,19047,30842,13437,17405,36060,18680,17380,67204,34465,32739,133733,56861,76872,120397,55103,65294,199599,103686,95913
2011,6,State - HARYANA (06),Rural,2,414083,417589,410577,0,0,0,44444,44545,44343,25126,25181,25071,27919,28151,27687,43071,43534,42608,86635,87090,86180,186888,189088,184688
2011,6,State - HARYANA (06),Rural,3,18989,29143,27824,0,0,0,0,0,0,987,1465,1496,886,1333,1325,1275,1946,1879,2142,3241,3185,13699,21158,19939
2011,6,State - HARYANA (06),Rural,4+,2051,4505,3963,0,0,0,0,0,0,0,0,0,78,172,140,68,144,132,127,277,238,1778,3912,3453
2011,6,State - HARYANA (06),Urban,Total,1807934,342310,336424,55934,6090,10189,128215,36693,34418,228694,27828,22555,476330,34759,31620,384864,53736,64344,238973,69073,69218,294924,114131,104080
2011,6,State - HARYANA (06),Urban,None,1316390,0,0,39655,0,0,82555,0,0,192025,0,0,422924,0,0,288371,0,0,142924,0,0,147936,0,0
2011,6,State - HARYANA (06),Urban,1,312307,158933,153374,16279,6090,10189,20209,11303,8906,23560,14531,9029,40984,21956,19028,75570,32516,43054,54982,27451,27531,80723,45086,35637
2011,6,State - HARYANA (06),Urban,2,172016,172614,171418,0,0,0,25451,25390,25512,12504,12510,12498,11920,12077,11763,20308,20330,20286,39955,39980,39930,61878,62327,61429
2011,6,State - HARYANA (06),Urban,3,6603,9452,10357,0,0,0,0,0,0,605,787,1028,453,631,728,568,795,909,1053,1521,1638,3924,5718,6054
2011,6,State - HARYANA (06),Urban,4+,618,1311,1275,0,0,0,0,0,0,0,0,0,49,95,101,47,95,95,59,121,119,463,1000,960
2011,7,State - NCT OF DELHI (07),Total,Total,3430761,575169,569693,142100,11414,16778,251090,57219,53977,443983,48917,39596,838045,61696,57713,696940,91041,109809,453942,108861,110216,604661,196021,181604
2011,7,State - NCT OF DELHI (07),Total,None,2588875,0,0,113908,0,0,178225,0,0,378309,0,0,741372,0,0,533682,0,0,300613,0,0,342766,0,0
2011,7,State - NCT OF DELHI (07),Total,1,553295,280391,272904,28192,11414,16778,34534,19202,15332,43920,26879,17041,75117,39523,35594,127018,54347,72671,89716,44550,45166,154798,84476,70322
2011,7,State - NCT OF DELHI (07),Total,2,275764,275730,275798,0,0,0,38331,38017,38645,20669,20640,20698,20495,20687,20303,35003,34929,35077,61621,61449,61793,99645,100008,99282
2011,7,State - NCT OF DELHI (07),Total,3,11538,16355,18259,0,0,0,0,0,0,1085,1398,1857,942,1257,1569,1136,1574,1834,1864,2591,3001,6511,9535,9998
2011,7,State - NCT OF DELHI (07),Total,4+,1289,2693,2732,0,0,0,0,0,0,0,0,0,119,229,247,101,191,227,128,271,256,941,2002,2002
2011,7,State - NCT OF DELHI (07),Rural,Total,79508,13370,13617,2357,184,261,4237,840,843,7803,678,631,17555,1059,1062,17616,1874,2301,12371,2770,2902,17569,5965,5617
2011,7,State - NCT OF DELHI (07),Rural,None,59958,0,0,1912,0,0,3148,0,0,6797,0,0,15850,0,0,14173,0,0,8316,0,0,9762,0,0
2011,7,State - NCT OF DELHI (07),Rural,1,12481,6108,6373,445,184,261,495,253,242,711,379,332,1302,646,656,2733,1152,1581,2474,1171,1303,4321,2323,1998
2011,7,State - NCT OF DELHI (07),Rural,2,6738,6732,6744,0,0,0,594,587,601,287,286,288,391,395,387,688,689,687,1546,1547,1545,3232,3228,3236
2011,7,State - NCT OF DELHI (07),Rural,3,299,455,442,0,0,0,0,0,0,8,13,11,11,15,18,22,33,33,34,50,52,224,344,328
2011,7,State - NCT OF DELHI (07),Rural,4+,32,75,58,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,2,30,70,55
2011,7,State - NCT OF DELHI (07),Urban,Total,3351253,561799,556076,139743,11230,16517,246853,56379,53134,436180,48239,38965,820490,60637,56651,679324,89167,107508,441571,106091,107314,587092,190056,175987
2011,7,State - NCT OF DELHI (07),Urban,None,2528917,0,0,111996,0,0,175077,0,0,371512,0,0,725522,0,0,519509,0,0,292297,0,0,333004,0,0
2011,7,State - NCT OF DELHI (07),Urban,1,540814,274283,266531,27747,11230,16517,34039,18949,15090,43209,26500,16709,73815,38877,34938,124285,53195,71090,87242,43379,43863,150477,82153,68324
2011,7,State - NCT OF DELHI (07),Urban,2,269026,268998,269054,0,0,0,37737,37430,38044,20382,20354,20410,20104,20292,19916,34315,34240,34390,60075,59902,60248,96413,96780,96046
2011,7,State - NCT OF DELHI (07),Urban,3,11239,15900,17817,0,0,0,0,0,0,1077,1385,1846,931,1242,1551,1114,1541,1801,1830,2541,2949,6287,9191,9670
2011,7,State - NCT OF DELHI (07),Urban,4+,1257,2618,2674,0,0,0,0,0,0,0,0,0,118,226,246,101,191,227,127,269,254,911,1932,1947
2011,8,State - RAJASTHAN (08),Total,Total,12688764,2427904,2676241,407521,56109,125201,978275,326396,309942,1248908,177127,183649,2315619,201500,214943,2466481,272434,349293,1970046,370104,438859,3301914,1024234,1054354
2011,8,State - RAJASTHAN (08),Total,None,8962826,0,0,226211,0,0,570568,0,0,987845,0,0,1994061,0,0,1966092,0,0,1365246,0,0,1852803,0,0
2011,8,State - RAJASTHAN (08),Total,1,2404462,1084256,1320206,181310,56109,125201,179076,98435,80641,166783,81308,85475,230276,108796,121480,382802,153704,229098,406099,169761,236338,858116,416143,441973
2011,8,State - RAJASTHAN (08),Total,2,1269355,1268114,1270596,0,0,0,228631,227961,229301,88847,88888,88806,87985,87950,88020,114044,113760,114328,193540,192960,194120,556308,556595,556021
2011,8,State - RAJASTHAN (08),Total,3,48155,67115,77350,0,0,0,0,0,0,5433,6931,9368,2991,4151,4822,3349,4581,5466,4894,6829,7853,31488,44623,49841
2011,8,State - RAJASTHAN (08),Total,4+,3966,8419,8089,0,0,0,0,0,0,0,0,0,306,603,621,194,389,401,267,554,548,3199,6873,6519
2011,8,State - RAJASTHAN (08),Rural,Total,9483351,1850619,2069194,297343,44701,100441,749027,259338,248403,902331,138314,147219,1621781,155000,167795,1829008,202842,259700,1520005,273883,331920,2563856,776541,813716
2011,8,State - RAJASTHAN (08),Rural,None,6625957,0,0,152201,0,0,424731,0,0,697011,0,0,1375457,0,0,1459547,0,0,1063562,0,0,1453448,0,0
2011,8,State - RAJASTHAN (08),Rural,1,1837138,813466,1023672,145142,44701,100441,140851,76297,64554,129398,61116,68282,172655,80184,92471,279328,111735,167593,311021,127188,183833,658743,312245,346498
2011,8,State - RAJASTHAN (08),Rural,2,981219,980710,981728,0,0,0,183445,183041,183849,71631,71681,71581,71089,71090,71088,87336,87209,87463,141678,141336,142020,426040,426353,425727
