,Census_Year,State_Code,State_Name,Region,People_Cons_HH,No_Of_HH,Seniors_In_HH,Senior_Male,Senior_Female
339,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,35472,Total,2226,1830
340,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,23716,Total,2707,3189
341,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,12221,Total,2971,2979
342,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,14966,Total,5865,5388
343,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,15737,0,0,0
344,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,12898,0,0,0
345,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,18380,0,0,0
346,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,32024,0,0,0
347,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,18700,0,0,0
348,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,7697,0,0,0
349,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,7062,0,0,0
350,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,1887,1,898,989
351,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,1878,1,1202,676
352,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,1957,1,1278,679
353,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,2880,1,1632,1248
354,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,4182,1,1847,2335
355,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,3127,1,1571,1556
356,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,4841,1,2668,2173
357,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,0,2,0,0
358,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,1227,2,1218,1236
359,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,675,2,683,667
360,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,530,2,537,523
361,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,792,2,792,792
362,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,1372,2,1366,1378
363,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,2831,2,2829,2833
364,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,0,3,0,0
365,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,0,3,0,0
366,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,32,3,41,55
367,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,36,3,54,54
368,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,38,3,60,54
369,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,22,3,29,37
370,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,198,3,276,318
371,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,0,4+,0,0
372,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,0,4+,0,0
373,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,0,4+,0,0
374,2001.0,2.0,HIMACHAL PRADESH,URBAN,4.0,2,4+,3,5
375,2001.0,2.0,HIMACHAL PRADESH,URBAN,5.0,4,4+,8,8
376,2001.0,2.0,HIMACHAL PRADESH,URBAN,6.0,3,4+,5,8
377,2001.0,2.0,HIMACHAL PRADESH,URBAN,7.0,34,4+,92,64
378,2001.0,3.0,PUNJAB,TOTAL,1.0,120129,Total,21569,26369
379,2001.0,3.0,PUNJAB,TOTAL,2.0,229822,Total,80681,81082
380,2001.0,3.0,PUNJAB,TOTAL,3.0,378190,Total,64602,59230
381,2001.0,3.0,PUNJAB,TOTAL,4.0,810338,Total,84360,78294
382,2001.0,3.0,PUNJAB,TOTAL,5.0,936403,Total,133485,142992
383,2001.0,3.0,PUNJAB,TOTAL,6.0,699923,Total,180795,186776
384,2001.0,3.0,PUNJAB,TOTAL,7.0,1163560,Total,542992,503519
385,2001.0,3.0,PUNJAB,TOTAL,1.0,72191,0,0,0
386,2001.0,3.0,PUNJAB,TOTAL,2.0,126249,0,0,0
387,2001.0,3.0,PUNJAB,TOTAL,3.0,290904,0,0,0
388,2001.0,3.0,PUNJAB,TOTAL,4.0,685309,0,0,0
389,2001.0,3.0,PUNJAB,TOTAL,5.0,715766,0,0,0
390,2001.0,3.0,PUNJAB,TOTAL,6.0,431670,0,0,0
391,2001.0,3.0,PUNJAB,TOTAL,7.0,482084,0,0,0
392,2001.0,3.0,PUNJAB,TOTAL,1.0,47938,1,21569,26369
393,2001.0,3.0,PUNJAB,TOTAL,2.0,45383,1,22410,22973
394,2001.0,3.0,PUNJAB,TOTAL,3.0,52578,1,28838,23740
395,2001.0,3.0,PUNJAB,TOTAL,4.0,89179,1,47284,41895
396,2001.0,3.0,PUNJAB,TOTAL,5.0,167168,1,78078,89090
397,2001.0,3.0,PUNJAB,TOTAL,6.0,172608,1,82181,90427
398,2001.0,3.0,PUNJAB,TOTAL,7.0,351523,1,186973,164550
399,2001.0,3.0,PUNJAB,TOTAL,1.0,0,2,0,0
400,2001.0,3.0,PUNJAB,TOTAL,2.0,58190,2,58271,58109
401,2001.0,3.0,PUNJAB,TOTAL,3.0,32870,2,32980,32760
402,2001.0,3.0,PUNJAB,TOTAL,4.0,34223,2,34526,33920
403,2001.0,3.0,PUNJAB,TOTAL,5.0,51250,2,51855,50645
404,2001.0,3.0,PUNJAB,TOTAL,6.0,92164,2,93073,91255
405,2001.0,3.0,PUNJAB,TOTAL,7.0,299793,2,304867,294719
406,2001.0,3.0,PUNJAB,TOTAL,1.0,0,3,0,0
407,2001.0,3.0,PUNJAB,TOTAL,2.0,0,3,0,0
408,2001.0,3.0,PUNJAB,TOTAL,3.0,1838,3,2784,2730
409,2001.0,3.0,PUNJAB,TOTAL,4.0,1479,3,2236,2201
410,2001.0,3.0,PUNJAB,TOTAL,5.0,2076,3,3245,2983
411,2001.0,3.0,PUNJAB,TOTAL,6.0,3298,3,5143,4751
412,2001.0,3.0,PUNJAB,TOTAL,7.0,26226,3,41666,37012
413,2001.0,3.0,PUNJAB,TOTAL,1.0,0,4+,0,0
414,2001.0,3.0,PUNJAB,TOTAL,2.0,0,4+,0,0
415,2001.0,3.0,PUNJAB,TOTAL,3.0,0,4+,0,0
416,2001.0,3.0,PUNJAB,TOTAL,4.0,148,4+,314,278
417,2001.0,3.0,PUNJAB,TOTAL,5.0,143,4+,307,274
418,2001.0,3.0,PUNJAB,TOTAL,6.0,183,4+,398,343
419,2001.0,3.0,PUNJAB,TOTAL,7.0,3934,4+,9486,7238
420,2001.0,3.0,PUNJAB,RURAL,1.0,68856,Total,16145,18867
421,2001.0,3.0,PUNJAB,RURAL,2.0,140929,Total,57186,58836
422,2001.0,3.0,PUNJAB,RURAL,3.0,224097,Total,44896,42771
423,2001.0,3.0,PUNJAB,RURAL,4.0,470163,Total,59404,55383
424,2001.0,3.0,PUNJAB,RURAL,5.0,593375,Total,93797,96224
425,2001.0,3.0,PUNJAB,RURAL,6.0,473057,Total,126895,128822
426,2001.0,3.0,PUNJAB,RURAL,7.0,820796,Total,405561,373522
427,2001.0,3.0,PUNJAB,RURAL,1.0,33844,0,0,0
428,2001.0,3.0,PUNJAB,RURAL,2.0,67451,0,0,0
429,2001.0,3.0,PUNJAB,RURAL,3.0,163478,0,0,0
430,2001.0,3.0,PUNJAB,RURAL,4.0,383789,0,0,0
431,2001.0,3.0,PUNJAB,RURAL,5.0,445006,0,0,0
432,2001.0,3.0,PUNJAB,RURAL,6.0,287448,0,0,0
433,2001.0,3.0,PUNJAB,RURAL,7.0,321269,0,0,0
434,2001.0,3.0,PUNJAB,RURAL,1.0,35012,1,16145,18867
435,2001.0,3.0,PUNJAB,RURAL,2.0,30934,1,14536,16398
436,2001.0,3.0,PUNJAB,RURAL,3.0,34950,1,18344,16606
437,2001.0,3.0,PUNJAB,RURAL,4.0,59338,1,31416,27922
438,2001.0,3.0,PUNJAB,RURAL,5.0,108589,1,52408,56181
439,2001.0,3.0,PUNJAB,RURAL,6.0,118334,1,57063,61271
440,2001.0,3.0,PUNJAB,RURAL,7.0,248841,1,132655,116186
441,2001.0,3.0,PUNJAB,RURAL,1.0,0,2,0,0
442,2001.0,3.0,PUNJAB,RURAL,2.0,42544,2,42650,42438
443,2001.0,3.0,PUNJAB,RURAL,3.0,24290,2,24389,24191
444,2001.0,3.0,PUNJAB,RURAL,4.0,25772,2,25980,25564
445,2001.0,3.0,PUNJAB,RURAL,5.0,38024,2,38543,37505
446,2001.0,3.0,PUNJAB,RURAL,6.0,64593,2,65480,63706
447,2001.0,3.0,PUNJAB,RURAL,7.0,225904,2,230340,221468
448,2001.0,3.0,PUNJAB,RURAL,1.0,0,3,0,0
449,2001.0,3.0,PUNJAB,RURAL,2.0,0,3,0,0
450,2001.0,3.0,PUNJAB,RURAL,3.0,1379,3,2163,1974
451,2001.0,3.0,PUNJAB,RURAL,4.0,1151,3,1760,1693
452,2001.0,3.0,PUNJAB,RURAL,5.0,1648,3,2609,2335
453,2001.0,3.0,PUNJAB,RURAL,6.0,2539,3,4032,3585
454,2001.0,3.0,PUNJAB,RURAL,7.0,21456,3,34540,29828
455,2001.0,3.0,PUNJAB,RURAL,1.0,0,4+,0,0
456,2001.0,3.0,PUNJAB,RURAL,2.0,0,4+,0,0
457,2001.0,3.0,PUNJAB,RURAL,3.0,0,4+,0,0
458,2001.0,3.0,PUNJAB,RURAL,4.0,113,4+,248,204
459,2001.0,3.0,PUNJAB,RURAL,5.0,108,4+,237,203
460,2001.0,3.0,PUNJAB,RURAL,6.0,143,4+,320,260
461,2001.0,3.0,PUNJAB,RURAL,7.0,3326,4+,8026,6040
462,2001.0,3.0,PUNJAB,URBAN,1.0,51273,Total,5424,7502
463,2001.0,3.0,PUNJAB,URBAN,2.0,88893,Total,23495,22246
464,2001.0,3.0,PUNJAB,URBAN,3.0,154093,Total,19706,16459
465,2001.0,3.0,PUNJAB,URBAN,4.0,340175,Total,24956,22911
466,2001.0,3.0,PUNJAB,URBAN,5.0,343028,Total,39688,46768
467,2001.0,3.0,PUNJAB,URBAN,6.0,226866,Total,53900,57954
468,2001.0,3.0,PUNJAB,URBAN,7.0,342764,Total,137431,129997
469,2001.0,3.0,PUNJAB,URBAN,1.0,38347,0,0,0
470,2001.0,3.0,PUNJAB,URBAN,2.0,58798,0,0,0
471,2001.0,3.0,PUNJAB,URBAN,3.0,127426,0,0,0
472,2001.0,3.0,PUNJAB,URBAN,4.0,301520,0,0,0
473,2001.0,3.0,PUNJAB,URBAN,5.0,270760,0,0,0
474,2001.0,3.0,PUNJAB,URBAN,6.0,144222,0,0,0
475,2001.0,3.0,PUNJAB,URBAN,7.0,160815,0,0,0
476,2001.0,3.0,PUNJAB,URBAN,1.0,12926,1,5424,7502
477,2001.0,3.0,PUNJAB,URBAN,2.0,14449,1,7874,6575
478,2001.0,3.0,PUNJAB,URBAN,3.0,17628,1,10494,7134
479,2001.0,3.0,PUNJAB,URBAN,4.0,29841,1,15868,13973
480,2001.0,3.0,PUNJAB,URBAN,5.0,58579,1,25670,32909
481,2001.0,3.0,PUNJAB,URBAN,6.0,54274,1,25118,29156
482,2001.0,3.0,PUNJAB,URBAN,7.0,102682,1,54318,48364
483,2001.0,3.0,PUNJAB,URBAN,1.0,0,2,0,0
484,2001.0,3.0,PUNJAB,URBAN,2.0,15646,2,15621,15671
485,2001.0,3.0,PUNJAB,URBAN,3.0,8580,2,8591,8569
486,2001.0,3.0,PUNJAB,URBAN,4.0,8451,2,8546,8356
487,2001.0,3.0,PUNJAB,URBAN,5.0,13226,2,13312,13140
488,2001.0,3.0,PUNJAB,URBAN,6.0,27571,2,27593,27549
489,2001.0,3.0,PUNJAB,URBAN,7.0,73889,2,74527,73251
490,2001.0,3.0,PUNJAB,URBAN,1.0,0,3,0,0
491,2001.0,3.0,PUNJAB,URBAN,2.0,0,3,0,0
492,2001.0,3.0,PUNJAB,URBAN,3.0,459,3,621,756
493,2001.0,3.0,PUNJAB,URBAN,4.0,328,3,476,508
494,2001.0,3.0,PUNJAB,URBAN,5.0,428,3,636,648
495,2001.0,3.0,PUNJAB,URBAN,6.0,759,3,1111,1166
496,2001.0,3.0,PUNJAB,URBAN,7.0,4770,3,7126,7184
497,2001.0,3.0,PUNJAB,URBAN,1.0,0,4+,0,0
498,2001.0,3.0,PUNJAB,URBAN,2.0,0,4+,0,0
499,2001.0,3.0,PUNJAB,URBAN,3.0,0,4+,0,0
500,2001.0,3.0,PUNJAB,URBAN,4.0,35,4+,66,74
501,2001.0,3.0,PUNJAB,URBAN,5.0,35,4+,70,71
502,2001.0,3.0,PUNJAB,URBAN,6.0,40,4+,78,83
503,2001.0,3.0,PUNJAB,URBAN,7.0,608,4+,1460,1198
504,2001.0,4.0,CHANDIGARH,TOTAL,1.0,18806,Total,867,814
505,2001.0,4.0,CHANDIGARH,TOTAL,2.0,21004,Total,3234,2580
506,2001.0,4.0,CHANDIGARH,TOTAL,3.0,29075,Total,2506,1838
507,2001.0,4.0,CHANDIGARH,TOTAL,4.0,51465,Total,2541,2118
508,2001.0,4.0,CHANDIGARH,TOTAL,5.0,39616,Total,3630,4129
509,2001.0,4.0,CHANDIGARH,TOTAL,6.0,22204,Total,4155,4040
510,2001.0,4.0,CHANDIGARH,TOTAL,7.0,23722,Total,6652,5573
511,2001.0,4.0,CHANDIGARH,TOTAL,1.0,17125,0,0,0
512,2001.0,4.0,CHANDIGARH,TOTAL,2.0,17066,0,0,0
513,2001.0,4.0,CHANDIGARH,TOTAL,3.0,25826,0,0,0
514,2001.0,4.0,CHANDIGARH,TOTAL,4.0,47645,0,0,0
515,2001.0,4.0,CHANDIGARH,TOTAL,5.0,33085,0,0,0
516,2001.0,4.0,CHANDIGARH,TOTAL,6.0,16308,0,0,0
517,2001.0,4.0,CHANDIGARH,TOTAL,7.0,15144,0,0,0
518,2001.0,4.0,CHANDIGARH,TOTAL,1.0,1681,1,867,814
519,2001.0,4.0,CHANDIGARH,TOTAL,2.0,2062,1,1358,704
520,2001.0,4.0,CHANDIGARH,TOTAL,3.0,2215,1,1448,767
521,2001.0,4.0,CHANDIGARH,TOTAL,4.0,3039,1,1730,1309
522,2001.0,4.0,CHANDIGARH,TOTAL,5.0,5353,1,2425,2928
523,2001.0,4.0,CHANDIGARH,TOTAL,6.0,3659,1,1882,1777
524,2001.0,4.0,CHANDIGARH,TOTAL,7.0,5169,1,3075,2094
525,2001.0,4.0,CHANDIGARH,TOTAL,1.0,0,2,0,0
526,2001.0,4.0,CHANDIGARH,TOTAL,2.0,1876,2,1876,1876
527,2001.0,4.0,CHANDIGARH,TOTAL,3.0,973,2,978,968
528,2001.0,4.0,CHANDIGARH,TOTAL,4.0,731,2,743,719
529,2001.0,4.0,CHANDIGARH,TOTAL,5.0,1130,2,1128,1132
530,2001.0,4.0,CHANDIGARH,TOTAL,6.0,2181,2,2184,2178
531,2001.0,4.0,CHANDIGARH,TOTAL,7.0,3203,2,3259,3147
532,2001.0,4.0,CHANDIGARH,TOTAL,1.0,0,3,0,0
533,2001.0,4.0,CHANDIGARH,TOTAL,2.0,0,3,0,0
534,2001.0,4.0,CHANDIGARH,TOTAL,3.0,61,3,80,103
535,2001.0,4.0,CHANDIGARH,TOTAL,4.0,42,3,54,72
536,2001.0,4.0,CHANDIGARH,TOTAL,5.0,46,3,73,65
537,2001.0,4.0,CHANDIGARH,TOTAL,6.0,52,3,81,75
538,2001.0,4.0,CHANDIGARH,TOTAL,7.0,178,3,254,280
539,2001.0,4.0,CHANDIGARH,TOTAL,1.0,0,4+,0,0
540,2001.0,4.0,CHANDIGARH,TOTAL,2.0,0,4+,0,0
541,2001.0,4.0,CHANDIGARH,TOTAL,3.0,0,4+,0,0
542,2001.0,4.0,CHANDIGARH,TOTAL,4.0,8,4+,14,18
543,2001.0,4.0,CHANDIGARH,TOTAL,5.0,2,4+,4,4
544,2001.0,4.0,CHANDIGARH,TOTAL,6.0,4,4+,8,10
545,2001.0,4.0,CHANDIGARH,TOTAL,7.0,28,4+,64,52
546,2001.0,4.0,CHANDIGARH,RURAL,1.0,2857,Total,99,36
547,2001.0,4.0,CHANDIGARH,RURAL,2.0,3056,Total,142,121
548,2001.0,4.0,CHANDIGARH,RURAL,3.0,3405,Total,131,94
549,2001.0,4.0,CHANDIGARH,RURAL,4.0,4655,Total,137,102
550,2001.0,4.0,CHANDIGARH,RURAL,5.0,3915,Total,211,159
551,2001.0,4.0,CHANDIGARH,RURAL,6.0,2194,Total,252,220
552,2001.0,4.0,CHANDIGARH,RURAL,7.0,2482,Total,733,533
553,2001.0,4.0,CHANDIGARH,RURAL,1.0,2722,0,0,0
554,2001.0,4.0,CHANDIGARH,RURAL,2.0,2858,0,0,0
555,2001.0,4.0,CHANDIGARH,RURAL,3.0,3218,0,0,0
556,2001.0,4.0,CHANDIGARH,RURAL,4.0,4448,0,0,0
557,2001.0,4.0,CHANDIGARH,RURAL,5.0,3582,0,0,0
558,2001.0,4.0,CHANDIGARH,RURAL,6.0,1815,0,0,0
559,2001.0,4.0,CHANDIGARH,RURAL,7.0,1598,0,0,0
560,2001.0,4.0,CHANDIGARH,RURAL,1.0,135,1,99,36
561,2001.0,4.0,CHANDIGARH,RURAL,2.0,133,1,79,54
562,2001.0,4.0,CHANDIGARH,RURAL,3.0,149,1,93,56
563,2001.0,4.0,CHANDIGARH,RURAL,4.0,178,1,106,72
564,2001.0,4.0,CHANDIGARH,RURAL,5.0,297,1,174,123
565,2001.0,4.0,CHANDIGARH,RURAL,6.0,290,1,153,137
566,2001.0,4.0,CHANDIGARH,RURAL,7.0,537,1,337,200
567,2001.0,4.0,CHANDIGARH,RURAL,1.0,0,2,0,0
568,2001.0,4.0,CHANDIGARH,RURAL,2.0,65,2,63,67
569,2001.0,4.0,CHANDIGARH,RURAL,3.0,38,2,38,38
570,2001.0,4.0,CHANDIGARH,RURAL,4.0,27,2,27,27
571,2001.0,4.0,CHANDIGARH,RURAL,5.0,35,2,36,34
572,2001.0,4.0,CHANDIGARH,RURAL,6.0,85,2,91,79
573,2001.0,4.0,CHANDIGARH,RURAL,7.0,317,2,338,296
574,2001.0,4.0,CHANDIGARH,RURAL,1.0,0,3,0,0
575,2001.0,4.0,CHANDIGARH,RURAL,2.0,0,3,0,0
576,2001.0,4.0,CHANDIGARH,RURAL,3.0,0,3,0,0
577,2001.0,4.0,CHANDIGARH,RURAL,4.0,1,3,2,1
578,2001.0,4.0,CHANDIGARH,RURAL,5.0,1,3,1,2
579,2001.0,4.0,CHANDIGARH,RURAL,6.0,4,3,8,4
580,2001.0,4.0,CHANDIGARH,RURAL,7.0,26,3,45,33
581,2001.0,4.0,CHANDIGARH,RURAL,1.0,0,4+,0,0
582,2001.0,4.0,CHANDIGARH,RURAL,2.0,0,4+,0,0
583,2001.0,4.0,CHANDIGARH,RURAL,3.0,0,4+,0,0
584,2001.0,4.0,CHANDIGARH,RURAL,4.0,1,4+,2,2
585,2001.0,4.0,CHANDIGARH,RURAL,5.0,0,4+,0,0
586,2001.0,4.0,CHANDIGARH,RURAL,6.0,0,4+,0,0
587,2001.0,4.0,CHANDIGARH,RURAL,7.0,4,4+,13,4
588,2001.0,4.0,CHANDIGARH,URBAN,1.0,15949,Total,768,778
589,2001.0,4.0,CHANDIGARH,URBAN,2.0,17948,Total,3092,2459
590,2001.0,4.0,CHANDIGARH,URBAN,3.0,25670,Total,2375,1744
591,2001.0,4.0,CHANDIGARH,URBAN,4.0,46810,Total,2404,2016
592,2001.0,4.0,CHANDIGARH,URBAN,5.0,35701,Total,3419,3970
593,2001.0,4.0,CHANDIGARH,URBAN,6.0,20010,Total,3903,3820
594,2001.0,4.0,CHANDIGARH,URBAN,7.0,21240,Total,5919,5040
595,2001.0,4.0,CHANDIGARH,URBAN,1.0,14403,0,0,0
596,2001.0,4.0,CHANDIGARH,URBAN,2.0,14208,0,0,0
597,2001.0,4.0,CHANDIGARH,URBAN,3.0,22608,0,0,0
598,2001.0,4.0,CHANDIGARH,URBAN,4.0,43197,0,0,0
599,2001.0,4.0,CHANDIGARH,URBAN,5.0,29503,0,0,0
600,2001.0,4.0,CHANDIGARH,URBAN,6.0,14493,0,0,0
601,2001.0,4.0,CHANDIGARH,URBAN,7.0,13546,0,0,0
602,2001.0,4.0,CHANDIGARH,URBAN,1.0,1546,1,768,778
603,2001.0,4.0,CHANDIGARH,URBAN,2.0,1929,1,1279,650
604,2001.0,4.0,CHANDIGARH,URBAN,3.0,2066,1,1355,711
605,2001.0,4.0,CHANDIGARH,URBAN,4.0,2861,1,1624,1237
606,2001.0,4.0,CHANDIGARH,URBAN,5.0,5056,1,2251,2805
607,2001.0,4.0,CHANDIGARH,URBAN,6.0,3369,1,1729,1640
608,2001.0,4.0,CHANDIGARH,URBAN,7.0,4632,1,2738,1894
609,2001.0,4.0,CHANDIGARH,URBAN,1.0,0,2,0,0
610,2001.0,4.0,CHANDIGARH,URBAN,2.0,1811,2,1813,1809
611,2001.0,4.0,CHANDIGARH,URBAN,3.0,935,2,940,930
612,2001.0,4.0,CHANDIGARH,URBAN,4.0,704,2,716,692
613,2001.0,4.0,CHANDIGARH,URBAN,5.0,1095,2,1092,1098
614,2001.0,4.0,CHANDIGARH,URBAN,6.0,2096,2,2093,2099
615,2001.0,4.0,CHANDIGARH,URBAN,7.0,2886,2,2921,2851
616,2001.0,4.0,CHANDIGARH,URBAN,1.0,0,3,0,0
617,2001.0,4.0,CHANDIGARH,URBAN,2.0,0,3,0,0
618,2001.0,4.0,CHANDIGARH,URBAN,3.0,61,3,80,103
619,2001.0,4.0,CHANDIGARH,URBAN,4.0,41,3,52,71
620,2001.0,4.0,CHANDIGARH,URBAN,5.0,45,3,72,63
621,2001.0,4.0,CHANDIGARH,URBAN,6.0,48,3,73,71
622,2001.0,4.0,CHANDIGARH,URBAN,7.0,152,3,209,247
623,2001.0,4.0,CHANDIGARH,URBAN,1.0,0,4+,0,0
624,2001.0,4.0,CHANDIGARH,URBAN,2.0,0,4+,0,0
625,2001.0,4.0,CHANDIGARH,URBAN,3.0,0,4+,0,0
626,2001.0,4.0,CHANDIGARH,URBAN,4.0,7,4+,12,16
627,2001.0,4.0,CHANDIGARH,URBAN,5.0,2,4+,4,4
628,2001.0,4.0,CHANDIGARH,URBAN,6.0,4,4+,8,10
629,2001.0,4.0,CHANDIGARH,URBAN,7.0,24,4+,51,48
630,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,93648,Total,10148,22438
631,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,120666,Total,35340,32349
632,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,165457,Total,28045,23314
633,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,273201,Total,33251,29159
634,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,300832,Total,40310,43254
635,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,238340,Total,44559,50207
636,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,404318,Total,132715,126004
637,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,61062,0,0,0
638,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,73691,0,0,0
639,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,125766,0,0,0
640,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,222002,0,0,0
641,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,231114,0,0,0
642,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,161888,0,0,0
643,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,214620,0,0,0
644,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,32586,1,10148,22438
645,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,26261,1,14902,11359
646,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,28560,1,16746,11814
647,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,40409,1,22262,18147
648,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,56343,1,26789,29554
649,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,58660,1,26665,31995
650,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,125399,1,65675,59724
651,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,0,2,0,0
652,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,20714,2,20438,20990
653,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,10594,2,10575,10613
654,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,10401,2,10426,10376
655,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,12938,2,12912,12964
656,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,17302,2,17200,17404
657,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,60223,2,60533,59913
658,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,0,3,0,0
659,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,0,3,0,0
660,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,537,3,724,887
661,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,357,3,503,568
662,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,409,3,554,673
663,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,459,3,630,747
664,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,3595,3,5332,5453
665,2001.0,5.0,UTTARANCHAL,TOTAL,1.0,0,4+,0,0
666,2001.0,5.0,UTTARANCHAL,TOTAL,2.0,0,4+,0,0
667,2001.0,5.0,UTTARANCHAL,TOTAL,3.0,0,4+,0,0
668,2001.0,5.0,UTTARANCHAL,TOTAL,4.0,32,4+,60,68
669,2001.0,5.0,UTTARANCHAL,TOTAL,5.0,28,4+,55,63
670,2001.0,5.0,UTTARANCHAL,TOTAL,6.0,31,4+,64,61
671,2001.0,5.0,UTTARANCHAL,TOTAL,7.0,481,4+,1175,914
672,2001.0,5.0,UTTARANCHAL,RURAL,1.0,71255,Total,8208,20166
673,2001.0,5.0,UTTARANCHAL,RURAL,2.0,90070,Total,28648,26826
674,2001.0,5.0,UTTARANCHAL,RURAL,3.0,118834,Total,22167,18914
675,2001.0,5.0,UTTARANCHAL,RURAL,4.0,187721,Total,26396,23582
676,2001.0,5.0,UTTARANCHAL,RURAL,5.0,218381,Total,31655,33556
677,2001.0,5.0,UTTARANCHAL,RURAL,6.0,182157,Total,34736,39704
678,2001.0,5.0,UTTARANCHAL,RURAL,7.0,314575,Total,105967,101383
679,2001.0,5.0,UTTARANCHAL,RURAL,1.0,42881,0,0,0
680,2001.0,5.0,UTTARANCHAL,RURAL,2.0,51767,0,0,0
681,2001.0,5.0,UTTARANCHAL,RURAL,3.0,87191,0,0,0
682,2001.0,5.0,UTTARANCHAL,RURAL,4.0,146915,0,0,0
683,2001.0,5.0,UTTARANCHAL,RURAL,5.0,164205,0,0,0
684,2001.0,5.0,UTTARANCHAL,RURAL,6.0,121690,0,0,0
685,2001.0,5.0,UTTARANCHAL,RURAL,7.0,162522,0,0,0
686,2001.0,5.0,UTTARANCHAL,RURAL,1.0,28374,1,8208,20166
687,2001.0,5.0,UTTARANCHAL,RURAL,2.0,21132,1,11728,9404
688,2001.0,5.0,UTTARANCHAL,RURAL,3.0,22624,1,13034,9590
689,2001.0,5.0,UTTARANCHAL,RURAL,4.0,31947,1,17419,14528
690,2001.0,5.0,UTTARANCHAL,RURAL,5.0,43474,1,20896,22578
691,2001.0,5.0,UTTARANCHAL,RURAL,6.0,46900,1,21107,25793
692,2001.0,5.0,UTTARANCHAL,RURAL,7.0,100535,1,52300,48235
693,2001.0,5.0,UTTARANCHAL,RURAL,1.0,0,2,0,0
694,2001.0,5.0,UTTARANCHAL,RURAL,2.0,17171,2,16920,17422
