,Census_Year,State_Code,State_Name,Region,People_Cons_HH,No_Of_HH,Seniors_In_HH,Senior_Male,Senior_Female
3658,2001.0,29.0,KARNATAKA,TOTAL,5.0,2016158,Total,263213,339108
3659,2001.0,29.0,KARNATAKA,TOTAL,6.0,1323808,Total,282034,342875
3660,2001.0,29.0,KARNATAKA,TOTAL,7.0,2132491,Total,786635,797159
3661,2001.0,29.0,KARNATAKA,TOTAL,1.0,248309,0,0,0
3662,2001.0,29.0,KARNATAKA,TOTAL,2.0,591476,0,0,0
3663,2001.0,29.0,KARNATAKA,TOTAL,3.0,1086433,0,0,0
3664,2001.0,29.0,KARNATAKA,TOTAL,4.0,1948310,0,0,0
3665,2001.0,29.0,KARNATAKA,TOTAL,5.0,1499493,0,0,0
3666,2001.0,29.0,KARNATAKA,TOTAL,6.0,817529,0,0,0
3667,2001.0,29.0,KARNATAKA,TOTAL,7.0,959527,0,0,0
3668,2001.0,29.0,KARNATAKA,TOTAL,1.0,151142,1,31735,119407
3669,2001.0,29.0,KARNATAKA,TOTAL,2.0,169926,1,91981,77945
3670,2001.0,29.0,KARNATAKA,TOTAL,3.0,206873,1,111733,95140
3671,2001.0,29.0,KARNATAKA,TOTAL,4.0,303624,1,153316,150308
3672,2001.0,29.0,KARNATAKA,TOTAL,5.0,434047,1,181296,252751
3673,2001.0,29.0,KARNATAKA,TOTAL,6.0,391955,1,169571,222384
3674,2001.0,29.0,KARNATAKA,TOTAL,7.0,796443,1,404768,391675
3675,2001.0,29.0,KARNATAKA,TOTAL,1.0,0,2,0,0
3676,2001.0,29.0,KARNATAKA,TOTAL,2.0,85897,2,82917,88877
3677,2001.0,29.0,KARNATAKA,TOTAL,3.0,51898,2,50688,53108
3678,2001.0,29.0,KARNATAKA,TOTAL,4.0,58606,2,57632,59580
3679,2001.0,29.0,KARNATAKA,TOTAL,5.0,79755,2,78115,81395
3680,2001.0,29.0,KARNATAKA,TOTAL,6.0,110273,2,107031,113515
3681,2001.0,29.0,KARNATAKA,TOTAL,7.0,346960,2,339347,354573
3682,2001.0,29.0,KARNATAKA,TOTAL,1.0,0,3,0,0
3683,2001.0,29.0,KARNATAKA,TOTAL,2.0,0,3,0,0
3684,2001.0,29.0,KARNATAKA,TOTAL,3.0,2633,3,3059,4840
3685,2001.0,29.0,KARNATAKA,TOTAL,4.0,2341,3,2962,4061
3686,2001.0,29.0,KARNATAKA,TOTAL,5.0,2699,3,3522,4575
3687,2001.0,29.0,KARNATAKA,TOTAL,6.0,3823,3,5034,6435
3688,2001.0,29.0,KARNATAKA,TOTAL,7.0,25912,3,34932,42804
3689,2001.0,29.0,KARNATAKA,TOTAL,1.0,0,4+,0,0
3690,2001.0,29.0,KARNATAKA,TOTAL,2.0,0,4+,0,0
3691,2001.0,29.0,KARNATAKA,TOTAL,3.0,0,4+,0,0
3692,2001.0,29.0,KARNATAKA,TOTAL,4.0,191,4+,331,433
3693,2001.0,29.0,KARNATAKA,TOTAL,5.0,164,4+,280,387
3694,2001.0,29.0,KARNATAKA,TOTAL,6.0,228,4+,398,541
3695,2001.0,29.0,KARNATAKA,TOTAL,7.0,3649,4+,7588,8107
3696,2001.0,29.0,KARNATAKA,RURAL,1.0,270913,Total,23609,93554
3697,2001.0,29.0,KARNATAKA,RURAL,2.0,527675,Total,123765,119397
3698,2001.0,29.0,KARNATAKA,RURAL,3.0,793446,Total,111026,105433
3699,2001.0,29.0,KARNATAKA,RURAL,4.0,1401822,Total,142795,144022
3700,2001.0,29.0,KARNATAKA,RURAL,5.0,1320843,Total,177574,230055
3701,2001.0,29.0,KARNATAKA,RURAL,6.0,901538,Total,198657,244962
3702,2001.0,29.0,KARNATAKA,RURAL,7.0,1499713,Total,580629,589100
3703,2001.0,29.0,KARNATAKA,RURAL,1.0,153750,0,0,0
3704,2001.0,29.0,KARNATAKA,RURAL,2.0,346304,0,0,0
3705,2001.0,29.0,KARNATAKA,RURAL,3.0,616422,0,0,0
3706,2001.0,29.0,KARNATAKA,RURAL,4.0,1159188,0,0,0
3707,2001.0,29.0,KARNATAKA,RURAL,5.0,970655,0,0,0
3708,2001.0,29.0,KARNATAKA,RURAL,6.0,540818,0,0,0
3709,2001.0,29.0,KARNATAKA,RURAL,7.0,640921,0,0,0
3710,2001.0,29.0,KARNATAKA,RURAL,1.0,117163,1,23609,93554
3711,2001.0,29.0,KARNATAKA,RURAL,2.0,119580,1,63963,55617
3712,2001.0,29.0,KARNATAKA,RURAL,3.0,139210,1,73706,65504
3713,2001.0,29.0,KARNATAKA,RURAL,4.0,200125,1,100522,99603
3714,2001.0,29.0,KARNATAKA,RURAL,5.0,294665,1,122465,172200
3715,2001.0,29.0,KARNATAKA,RURAL,6.0,280640,1,119801,160839
3716,2001.0,29.0,KARNATAKA,RURAL,7.0,573606,1,291076,282530
3717,2001.0,29.0,KARNATAKA,RURAL,1.0,0,2,0,0
3718,2001.0,29.0,KARNATAKA,RURAL,2.0,61791,2,59802,63780
3719,2001.0,29.0,KARNATAKA,RURAL,3.0,36193,2,35413,36973
3720,2001.0,29.0,KARNATAKA,RURAL,4.0,40941,2,40256,41626
3721,2001.0,29.0,KARNATAKA,RURAL,5.0,53688,2,52713,54663
3722,2001.0,29.0,KARNATAKA,RURAL,6.0,77394,2,75260,79528
3723,2001.0,29.0,KARNATAKA,RURAL,7.0,262834,2,257440,268228
3724,2001.0,29.0,KARNATAKA,RURAL,1.0,0,3,0,0
3725,2001.0,29.0,KARNATAKA,RURAL,2.0,0,3,0,0
3726,2001.0,29.0,KARNATAKA,RURAL,3.0,1621,3,1907,2956
3727,2001.0,29.0,KARNATAKA,RURAL,4.0,1462,3,1827,2559
3728,2001.0,29.0,KARNATAKA,RURAL,5.0,1755,3,2258,3007
3729,2001.0,29.0,KARNATAKA,RURAL,6.0,2561,3,3375,4308
3730,2001.0,29.0,KARNATAKA,RURAL,7.0,19643,3,26512,32417
3731,2001.0,29.0,KARNATAKA,RURAL,1.0,0,4+,0,0
3732,2001.0,29.0,KARNATAKA,RURAL,2.0,0,4+,0,0
3733,2001.0,29.0,KARNATAKA,RURAL,3.0,0,4+,0,0
3734,2001.0,29.0,KARNATAKA,RURAL,4.0,106,4+,190,234
3735,2001.0,29.0,KARNATAKA,RURAL,5.0,80,4+,138,185
3736,2001.0,29.0,KARNATAKA,RURAL,6.0,125,4+,221,287
3737,2001.0,29.0,KARNATAKA,RURAL,7.0,2709,4+,5601,5925
3738,2001.0,29.0,KARNATAKA,URBAN,1.0,128538,Total,8126,25853
3739,2001.0,29.0,KARNATAKA,URBAN,2.0,319624,Total,51133,47425
3740,2001.0,29.0,KARNATAKA,URBAN,3.0,554391,Total,54454,47655
3741,2001.0,29.0,KARNATAKA,URBAN,4.0,911250,Total,71446,70360
3742,2001.0,29.0,KARNATAKA,URBAN,5.0,695315,Total,85639,109053
3743,2001.0,29.0,KARNATAKA,URBAN,6.0,422270,Total,83377,97913
3744,2001.0,29.0,KARNATAKA,URBAN,7.0,632778,Total,206006,208059
3745,2001.0,29.0,KARNATAKA,URBAN,1.0,94559,0,0,0
3746,2001.0,29.0,KARNATAKA,URBAN,2.0,245172,0,0,0
3747,2001.0,29.0,KARNATAKA,URBAN,3.0,470011,0,0,0
3748,2001.0,29.0,KARNATAKA,URBAN,4.0,789122,0,0,0
3749,2001.0,29.0,KARNATAKA,URBAN,5.0,528838,0,0,0
3750,2001.0,29.0,KARNATAKA,URBAN,6.0,276711,0,0,0
3751,2001.0,29.0,KARNATAKA,URBAN,7.0,318606,0,0,0
3752,2001.0,29.0,KARNATAKA,URBAN,1.0,33979,1,8126,25853
3753,2001.0,29.0,KARNATAKA,URBAN,2.0,50346,1,28018,22328
3754,2001.0,29.0,KARNATAKA,URBAN,3.0,67663,1,38027,29636
3755,2001.0,29.0,KARNATAKA,URBAN,4.0,103499,1,52794,50705
3756,2001.0,29.0,KARNATAKA,URBAN,5.0,139382,1,58831,80551
3757,2001.0,29.0,KARNATAKA,URBAN,6.0,111315,1,49770,61545
3758,2001.0,29.0,KARNATAKA,URBAN,7.0,222837,1,113692,109145
3759,2001.0,29.0,KARNATAKA,URBAN,1.0,0,2,0,0
3760,2001.0,29.0,KARNATAKA,URBAN,2.0,24106,2,23115,25097
3761,2001.0,29.0,KARNATAKA,URBAN,3.0,15705,2,15275,16135
3762,2001.0,29.0,KARNATAKA,URBAN,4.0,17665,2,17376,17954
3763,2001.0,29.0,KARNATAKA,URBAN,5.0,26067,2,25402,26732
3764,2001.0,29.0,KARNATAKA,URBAN,6.0,32879,2,31771,33987
3765,2001.0,29.0,KARNATAKA,URBAN,7.0,84126,2,81907,86345
3766,2001.0,29.0,KARNATAKA,URBAN,1.0,0,3,0,0
3767,2001.0,29.0,KARNATAKA,URBAN,2.0,0,3,0,0
3768,2001.0,29.0,KARNATAKA,URBAN,3.0,1012,3,1152,1884
3769,2001.0,29.0,KARNATAKA,URBAN,4.0,879,3,1135,1502
3770,2001.0,29.0,KARNATAKA,URBAN,5.0,944,3,1264,1568
3771,2001.0,29.0,KARNATAKA,URBAN,6.0,1262,3,1659,2127
3772,2001.0,29.0,KARNATAKA,URBAN,7.0,6269,3,8420,10387
3773,2001.0,29.0,KARNATAKA,URBAN,1.0,0,4+,0,0
3774,2001.0,29.0,KARNATAKA,URBAN,2.0,0,4+,0,0
3775,2001.0,29.0,KARNATAKA,URBAN,3.0,0,4+,0,0
3776,2001.0,29.0,KARNATAKA,URBAN,4.0,85,4+,141,199
3777,2001.0,29.0,KARNATAKA,URBAN,5.0,84,4+,142,202
3778,2001.0,29.0,KARNATAKA,URBAN,6.0,103,4+,177,254
3779,2001.0,29.0,KARNATAKA,URBAN,7.0,940,4+,1987,2182
3780,2001.0,30.0,GOA,TOTAL,1.0,17126,Total,1426,4710
3781,2001.0,30.0,GOA,TOTAL,2.0,29664,Total,4965,6489
3782,2001.0,30.0,GOA,TOTAL,3.0,47827,Total,5893,6352
3783,2001.0,30.0,GOA,TOTAL,4.0,68746,Total,7445,8054
3784,2001.0,30.0,GOA,TOTAL,5.0,55312,Total,8108,10398
3785,2001.0,30.0,GOA,TOTAL,6.0,32918,Total,7109,8952
3786,2001.0,30.0,GOA,TOTAL,7.0,42165,Total,14271,16698
3787,2001.0,30.0,GOA,TOTAL,1.0,10990,0,0,0
3788,2001.0,30.0,GOA,TOTAL,2.0,20950,0,0,0
3789,2001.0,30.0,GOA,TOTAL,3.0,37929,0,0,0
3790,2001.0,30.0,GOA,TOTAL,4.0,55713,0,0,0
3791,2001.0,30.0,GOA,TOTAL,5.0,39721,0,0,0
3792,2001.0,30.0,GOA,TOTAL,6.0,20077,0,0,0
3793,2001.0,30.0,GOA,TOTAL,7.0,18832,0,0,0
3794,2001.0,30.0,GOA,TOTAL,1.0,6136,1,1426,4710
3795,2001.0,30.0,GOA,TOTAL,2.0,5974,1,2367,3607
3796,2001.0,30.0,GOA,TOTAL,3.0,7702,1,3761,3941
3797,2001.0,30.0,GOA,TOTAL,4.0,10726,1,5107,5619
3798,2001.0,30.0,GOA,TOTAL,5.0,12812,1,5336,7476
3799,2001.0,30.0,GOA,TOTAL,6.0,9796,1,4085,5711
3800,2001.0,30.0,GOA,TOTAL,7.0,16474,1,7218,9256
3801,2001.0,30.0,GOA,TOTAL,1.0,0,2,0,0
3802,2001.0,30.0,GOA,TOTAL,2.0,2740,2,2598,2882
3803,2001.0,30.0,GOA,TOTAL,3.0,2045,2,1953,2137
3804,2001.0,30.0,GOA,TOTAL,4.0,2168,2,2139,2197
3805,2001.0,30.0,GOA,TOTAL,5.0,2658,2,2604,2712
3806,2001.0,30.0,GOA,TOTAL,6.0,2883,2,2810,2956
3807,2001.0,30.0,GOA,TOTAL,7.0,6225,2,6079,6371
3808,2001.0,30.0,GOA,TOTAL,1.0,0,3,0,0
3809,2001.0,30.0,GOA,TOTAL,2.0,0,3,0,0
3810,2001.0,30.0,GOA,TOTAL,3.0,151,3,179,274
3811,2001.0,30.0,GOA,TOTAL,4.0,119,3,168,189
3812,2001.0,30.0,GOA,TOTAL,5.0,108,3,147,177
3813,2001.0,30.0,GOA,TOTAL,6.0,151,3,192,261
3814,2001.0,30.0,GOA,TOTAL,7.0,530,3,755,835
3815,2001.0,30.0,GOA,TOTAL,1.0,0,4+,0,0
3816,2001.0,30.0,GOA,TOTAL,2.0,0,4+,0,0
3817,2001.0,30.0,GOA,TOTAL,3.0,0,4+,0,0
3818,2001.0,30.0,GOA,TOTAL,4.0,20,4+,31,49
3819,2001.0,30.0,GOA,TOTAL,5.0,13,4+,21,33
3820,2001.0,30.0,GOA,TOTAL,6.0,11,4+,22,24
3821,2001.0,30.0,GOA,TOTAL,7.0,104,4+,219,236
3822,2001.0,30.0,GOA,RURAL,1.0,8742,Total,781,2939
3823,2001.0,30.0,GOA,RURAL,2.0,14122,Total,2491,3467
3824,2001.0,30.0,GOA,RURAL,3.0,21581,Total,2935,3393
3825,2001.0,30.0,GOA,RURAL,4.0,31086,Total,3833,4431
3826,2001.0,30.0,GOA,RURAL,5.0,28265,Total,4267,5507
3827,2001.0,30.0,GOA,RURAL,6.0,17959,Total,3985,5087
3828,2001.0,30.0,GOA,RURAL,7.0,23160,Total,8208,9664
3829,2001.0,30.0,GOA,RURAL,1.0,5022,0,0,0
3830,2001.0,30.0,GOA,RURAL,2.0,9514,0,0,0
3831,2001.0,30.0,GOA,RURAL,3.0,16400,0,0,0
3832,2001.0,30.0,GOA,RURAL,4.0,24107,0,0,0
3833,2001.0,30.0,GOA,RURAL,5.0,19977,0,0,0
3834,2001.0,30.0,GOA,RURAL,6.0,10600,0,0,0
3835,2001.0,30.0,GOA,RURAL,7.0,9631,0,0,0
3836,2001.0,30.0,GOA,RURAL,1.0,3720,1,781,2939
3837,2001.0,30.0,GOA,RURAL,2.0,3258,1,1217,2041
3838,2001.0,30.0,GOA,RURAL,3.0,4106,1,1900,2206
3839,2001.0,30.0,GOA,RURAL,4.0,5774,1,2611,3163
3840,2001.0,30.0,GOA,RURAL,5.0,6862,1,2841,4021
3841,2001.0,30.0,GOA,RURAL,6.0,5743,1,2382,3361
3842,2001.0,30.0,GOA,RURAL,7.0,9567,1,4165,5402
3843,2001.0,30.0,GOA,RURAL,1.0,0,2,0,0
3844,2001.0,30.0,GOA,RURAL,2.0,1350,2,1274,1426
3845,2001.0,30.0,GOA,RURAL,3.0,1003,2,955,1051
3846,2001.0,30.0,GOA,RURAL,4.0,1132,2,1117,1147
3847,2001.0,30.0,GOA,RURAL,5.0,1370,2,1343,1397
3848,2001.0,30.0,GOA,RURAL,6.0,1526,2,1488,1564
3849,2001.0,30.0,GOA,RURAL,7.0,3651,2,3580,3722
3850,2001.0,30.0,GOA,RURAL,1.0,0,3,0,0
3851,2001.0,30.0,GOA,RURAL,2.0,0,3,0,0
3852,2001.0,30.0,GOA,RURAL,3.0,72,3,80,136
3853,2001.0,30.0,GOA,RURAL,4.0,66,3,95,103
3854,2001.0,30.0,GOA,RURAL,5.0,53,3,76,83
3855,2001.0,30.0,GOA,RURAL,6.0,85,3,104,151
3856,2001.0,30.0,GOA,RURAL,7.0,263,3,363,426
3857,2001.0,30.0,GOA,RURAL,1.0,0,4+,0,0
3858,2001.0,30.0,GOA,RURAL,2.0,0,4+,0,0
3859,2001.0,30.0,GOA,RURAL,3.0,0,4+,0,0
3860,2001.0,30.0,GOA,RURAL,4.0,7,4+,10,18
3861,2001.0,30.0,GOA,RURAL,5.0,3,4+,7,6
3862,2001.0,30.0,GOA,RURAL,6.0,5,4+,11,11
3863,2001.0,30.0,GOA,RURAL,7.0,48,4+,100,114
3864,2001.0,30.0,GOA,URBAN,1.0,8384,Total,645,1771
3865,2001.0,30.0,GOA,URBAN,2.0,15542,Total,2474,3022
3866,2001.0,30.0,GOA,URBAN,3.0,26246,Total,2958,2959
3867,2001.0,30.0,GOA,URBAN,4.0,37660,Total,3612,3623
3868,2001.0,30.0,GOA,URBAN,5.0,27047,Total,3841,4891
3869,2001.0,30.0,GOA,URBAN,6.0,14959,Total,3124,3865
3870,2001.0,30.0,GOA,URBAN,7.0,19005,Total,6063,7034
3871,2001.0,30.0,GOA,URBAN,1.0,5968,0,0,0
3872,2001.0,30.0,GOA,URBAN,2.0,11436,0,0,0
3873,2001.0,30.0,GOA,URBAN,3.0,21529,0,0,0
3874,2001.0,30.0,GOA,URBAN,4.0,31606,0,0,0
3875,2001.0,30.0,GOA,URBAN,5.0,19744,0,0,0
3876,2001.0,30.0,GOA,URBAN,6.0,9477,0,0,0
3877,2001.0,30.0,GOA,URBAN,7.0,9201,0,0,0
3878,2001.0,30.0,GOA,URBAN,1.0,2416,1,645,1771
3879,2001.0,30.0,GOA,URBAN,2.0,2716,1,1150,1566
3880,2001.0,30.0,GOA,URBAN,3.0,3596,1,1861,1735
3881,2001.0,30.0,GOA,URBAN,4.0,4952,1,2496,2456
3882,2001.0,30.0,GOA,URBAN,5.0,5950,1,2495,3455
3883,2001.0,30.0,GOA,URBAN,6.0,4053,1,1703,2350
3884,2001.0,30.0,GOA,URBAN,7.0,6907,1,3053,3854
3885,2001.0,30.0,GOA,URBAN,1.0,0,2,0,0
3886,2001.0,30.0,GOA,URBAN,2.0,1390,2,1324,1456
3887,2001.0,30.0,GOA,URBAN,3.0,1042,2,998,1086
3888,2001.0,30.0,GOA,URBAN,4.0,1036,2,1022,1050
3889,2001.0,30.0,GOA,URBAN,5.0,1288,2,1261,1315
3890,2001.0,30.0,GOA,URBAN,6.0,1357,2,1322,1392
3891,2001.0,30.0,GOA,URBAN,7.0,2574,2,2499,2649
3892,2001.0,30.0,GOA,URBAN,1.0,0,3,0,0
3893,2001.0,30.0,GOA,URBAN,2.0,0,3,0,0
3894,2001.0,30.0,GOA,URBAN,3.0,79,3,99,138
3895,2001.0,30.0,GOA,URBAN,4.0,53,3,73,86
3896,2001.0,30.0,GOA,URBAN,5.0,55,3,71,94
3897,2001.0,30.0,GOA,URBAN,6.0,66,3,88,110
3898,2001.0,30.0,GOA,URBAN,7.0,267,3,392,409
3899,2001.0,30.0,GOA,URBAN,1.0,0,4+,0,0
3900,2001.0,30.0,GOA,URBAN,2.0,0,4+,0,0
3901,2001.0,30.0,GOA,URBAN,3.0,0,4+,0,0
3902,2001.0,30.0,GOA,URBAN,4.0,13,4+,21,31
3903,2001.0,30.0,GOA,URBAN,5.0,10,4+,14,27
3904,2001.0,30.0,GOA,URBAN,6.0,6,4+,11,13
3905,2001.0,30.0,GOA,URBAN,7.0,56,4+,119,122
3906,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,791,Total,29,43
3907,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,701,Total,92,109
3908,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,1018,Total,113,119
3909,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,1352,Total,146,154
3910,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,1205,Total,146,153
3911,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,1126,Total,200,199
3912,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,3764,Total,1153,1065
3913,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,719,0,0,0
3914,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,538,0,0,0
3915,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,814,0,0,0
3916,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,1095,0,0,0
3917,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,941,0,0,0
3918,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,785,0,0,0
3919,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,2065,0,0,0
3920,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,72,1,29,43
3921,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,125,1,60,65
3922,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,176,1,85,91
3923,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,215,1,105,110
3924,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,229,1,112,117
3925,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,288,1,145,143
3926,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,1263,1,658,605
3927,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,0,2,0,0
3928,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,38,2,32,44
3929,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,28,2,28,28
3930,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,41,2,38,44
3931,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,35,2,34,36
3932,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,49,2,47,51
3933,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,367,2,374,360
3934,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,0,3,0,0
3935,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,0,3,0,0
3936,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,0,3,0,0
3937,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,1,3,3,0
3938,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,0,3,0,0
3939,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,3,3,5,4
3940,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,55,3,89,76
3941,2001.0,31.0,LAKSHADWEEP,TOTAL,1.0,0,4+,0,0
3942,2001.0,31.0,LAKSHADWEEP,TOTAL,2.0,0,4+,0,0
3943,2001.0,31.0,LAKSHADWEEP,TOTAL,3.0,0,4+,0,0
3944,2001.0,31.0,LAKSHADWEEP,TOTAL,4.0,0,4+,0,0
3945,2001.0,31.0,LAKSHADWEEP,TOTAL,5.0,0,4+,0,0
3946,2001.0,31.0,LAKSHADWEEP,TOTAL,6.0,1,4+,3,1
3947,2001.0,31.0,LAKSHADWEEP,TOTAL,7.0,14,4+,32,24
3948,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,431,Total,16,29
3949,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,404,Total,55,76
3950,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,548,Total,68,83
3951,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,709,Total,79,86
3952,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,722,Total,83,85
3953,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,701,Total,114,110
3954,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,2136,Total,522,492
3955,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,386,0,0,0
3956,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,300,0,0,0
3957,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,418,0,0,0
3958,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,572,0,0,0
3959,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,574,0,0,0
3960,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,507,0,0,0
3961,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,1303,0,0,0
3962,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,45,1,16,29
3963,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,77,1,33,44
3964,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,109,1,47,62
3965,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,109,1,54,55
3966,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,128,1,63,65
3967,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,169,1,87,82
3968,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,671,1,339,332
3969,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,0,2,0,0
3970,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,27,2,22,32
3971,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,21,2,21,21
3972,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,28,2,25,31
3973,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,20,2,20,20
3974,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,21,2,19,23
3975,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,145,2,153,137
3976,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,0,3,0,0
3977,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,0,3,0,0
3978,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,0,3,0,0
3979,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,0,3,0,0
3980,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,0,3,0,0
3981,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,3,3,5,4
3982,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,15,3,24,21
3983,2001.0,31.0,LAKSHADWEEP,RURAL,1.0,0,4+,0,0
3984,2001.0,31.0,LAKSHADWEEP,RURAL,2.0,0,4+,0,0
3985,2001.0,31.0,LAKSHADWEEP,RURAL,3.0,0,4+,0,0
3986,2001.0,31.0,LAKSHADWEEP,RURAL,4.0,0,4+,0,0
3987,2001.0,31.0,LAKSHADWEEP,RURAL,5.0,0,4+,0,0
3988,2001.0,31.0,LAKSHADWEEP,RURAL,6.0,1,4+,3,1
3989,2001.0,31.0,LAKSHADWEEP,RURAL,7.0,2,4+,6,2
3990,2001.0,31.0,LAKSHADWEEP,URBAN,1.0,360,Total,13,14
3991,2001.0,31.0,LAKSHADWEEP,URBAN,2.0,297,Total,37,33
3992,2001.0,31.0,LAKSHADWEEP,URBAN,3.0,470,Total,45,36
3993,2001.0,31.0,LAKSHADWEEP,URBAN,4.0,643,Total,67,68
3994,2001.0,31.0,LAKSHADWEEP,URBAN,5.0,483,Total,63,68
3995,2001.0,31.0,LAKSHADWEEP,URBAN,6.0,425,Total,86,89
3996,2001.0,31.0,LAKSHADWEEP,URBAN,7.0,1628,Total,631,573
3997,2001.0,31.0,LAKSHADWEEP,URBAN,1.0,333,0,0,0
3998,2001.0,31.0,LAKSHADWEEP,URBAN,2.0,238,0,0,0
3999,2001.0,31.0,LAKSHADWEEP,URBAN,3.0,396,0,0,0
4000,2001.0,31.0,LAKSHADWEEP,URBAN,4.0,523,0,0,0
4001,2001.0,31.0,LAKSHADWEEP,URBAN,5.0,367,0,0,0
4002,2001.0,31.0,LAKSHADWEEP,URBAN,6.0,278,0,0,0
4003,2001.0,31.0,LAKSHADWEEP,URBAN,7.0,762,0,0,0
4004,2001.0,31.0,LAKSHADWEEP,URBAN,1.0,27,1,13,14
4005,2001.0,31.0,LAKSHADWEEP,URBAN,2.0,48,1,27,21
4006,2001.0,31.0,LAKSHADWEEP,URBAN,3.0,67,1,38,29
4007,2001.0,31.0,LAKSHADWEEP,URBAN,4.0,106,1,51,55
4008,2001.0,31.0,LAKSHADWEEP,URBAN,5.0,101,1,49,52
4009,2001.0,31.0,LAKSHADWEEP,URBAN,6.0,119,1,58,61
4010,2001.0,31.0,LAKSHADWEEP,URBAN,7.0,592,1,319,273
4011,2001.0,31.0,LAKSHADWEEP,URBAN,1.0,0,2,0,0
4012,2001.0,31.0,LAKSHADWEEP,URBAN,2.0,11,2,10,12
4013,2001.0,31.0,LAKSHADWEEP,URBAN,3.0,7,2,7,7
4014,2001.0,31.0,LAKSHADWEEP,URBAN,4.0,13,2,13,13
4015,2001.0,31.0,LAKSHADWEEP,URBAN,5.0,15,2,14,16
4016,2001.0,31.0,LAKSHADWEEP,URBAN,6.0,28,2,28,28
4017,2001.0,31.0,LAKSHADWEEP,URBAN,7.0,222,2,221,223
4018,2001.0,31.0,LAKSHADWEEP,URBAN,1.0,0,3,0,0
4019,2001.0,31.0,LAKSHADWEEP,URBAN,2.0,0,3,0,0
